,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
56,0.003569173812866211,0.0014241960945288762,0.1237339973449707,0.027382228481835417,57,{'n_neighbors': 57},0.7645403377110694,0.7474178403755869,0.7784037558685446,0.7661971830985915,0.7633802816901408,0.7639878797487867,0.00987865472240038,58
57,0.0028038501739501955,7.728269746039373e-05,0.12249569892883301,0.026580583811481623,58,{'n_neighbors': 58},0.7636022514071295,0.7492957746478873,0.780281690140845,0.7671361502347418,0.7652582159624414,0.765114816478609,0.009865803036645892,38
58,0.0027811527252197266,7.62064252973345e-05,0.09882149696350098,0.0007378041824887663,59,{'n_neighbors': 59},0.7645403377110694,0.7464788732394366,0.780281690140845,0.7680751173708921,0.7671361502347418,0.765302433739397,0.010865869806858936,35
59,0.0028926849365234373,0.00026991528973964376,0.10092730522155761,0.001632210098784416,60,{'n_neighbors': 60},0.7617260787992496,0.7492957746478873,0.7784037558685446,0.7643192488262911,0.7633802816901408,0.7634250279664226,0.009248633957004149,62
60,0.002770662307739258,6.594452747896996e-05,0.10069828033447266,0.0017403414401390791,61,{'n_neighbors': 61},0.7654784240150094,0.7464788732394366,0.7765258215962442,0.7680751173708921,0.7671361502347418,0.7647388772912649,0.009897314270169525,45
61,0.002835988998413086,3.199467180974006e-05,0.10470457077026367,0.002963871908457826,62,{'n_neighbors': 62},0.7682926829268293,0.7492957746478873,0.7812206572769953,0.7615023474178404,0.7671361502347418,0.7654895225008589,0.010355411409315923,28
62,0.003171062469482422,0.00047215561116471924,0.10965580940246582,0.0018737148967841346,63,{'n_neighbors': 63},0.7692307692307693,0.7511737089201878,0.7793427230046949,0.7652582159624414,0.7699530516431925,0.7669916937522572,0.009160181357883846,4
63,0.0031249523162841797,7.33002789912409e-05,0.10883440971374511,0.002472537167532203,64,{'n_neighbors': 64},0.7682926829268293,0.7530516431924883,0.7830985915492957,0.7652582159624414,0.7661971830985915,0.7671796633459292,0.009580284637434931,2
64,0.002826023101806641,8.518591401586162e-05,0.10311741828918457,0.0008401162938237184,65,{'n_neighbors': 65},0.7664165103189493,0.7549295774647887,0.780281690140845,0.7605633802816901,0.7718309859154929,0.7668044288243532,0.00879791010722383,5
65,0.002764177322387695,3.8552040955690634e-05,0.10340018272399902,0.0013150675154390645,66,{'n_neighbors': 66},0.7645403377110694,0.7568075117370892,0.7821596244131456,0.7596244131455399,0.7661971830985915,0.7658658140210871,0.008813204583621795,16
66,0.0027568817138671877,5.393540487071297e-05,0.1041262149810791,0.0009963066666639406,67,{'n_neighbors': 67},0.7645403377110694,0.7577464788732394,0.7784037558685446,0.7624413145539906,0.7661971830985915,0.7658658140210871,0.006880660993355061,16
67,0.0029873371124267576,0.00030864834976766846,0.10446348190307617,0.0006343744421150523,68,{'n_neighbors': 68},0.7645403377110694,0.7549295774647887,0.7784037558685446,0.7633802816901408,0.7671361502347418,0.765678020593857,0.007565361015064764,22
68,0.0027783870697021484,3.229479763539459e-05,0.10395627021789551,0.0019968766241262913,69,{'n_neighbors': 69},0.7645403377110694,0.7586854460093897,0.7812206572769953,0.7624413145539906,0.7690140845070422,0.7671803680116974,0.007772828652775869,1
69,0.0030704021453857424,0.0007173392055486233,0.11696205139160157,0.014727258050565588,70,{'n_neighbors': 70},0.7636022514071295,0.7511737089201878,0.7793427230046949,0.7633802816901408,0.7708920187793428,0.7656781967602991,0.00931529224246873,21
70,0.003175783157348633,0.000373729085913453,0.1200526237487793,0.017554642908243982,71,{'n_neighbors': 71},0.7664165103189493,0.752112676056338,0.780281690140845,0.7615023474178404,0.7671361502347418,0.7654898748337429,0.009134730407850854,27
71,0.0027427196502685545,4.8393075330151055e-05,0.10196962356567382,0.001316161365071324,72,{'n_neighbors': 72},0.7636022514071295,0.7539906103286385,0.780281690140845,0.7615023474178404,0.7605633802816901,0.7639880559152287,0.008757710084062151,56
72,0.002829122543334961,3.883644723236348e-05,0.10367207527160645,0.002439926504615381,73,{'n_neighbors': 73},0.7654784240150094,0.7539906103286385,0.7812206572769953,0.7633802816901408,0.7633802816901408,0.765490051000185,0.008815798294702928,26
73,0.002944660186767578,0.00031492899183638144,0.11043634414672851,0.0060844531769189,74,{'n_neighbors': 74},0.7673545966228893,0.752112676056338,0.7793427230046949,0.7624413145539906,0.7605633802816901,0.7643629381039206,0.008961497344909983,51
74,0.002906322479248047,7.663531227331501e-05,0.10801081657409668,0.005298344931909785,75,{'n_neighbors': 75},0.7645403377110694,0.7511737089201878,0.7821596244131456,0.7643192488262911,0.7661971830985915,0.765678020593857,0.009853206933251426,22
75,0.0033165931701660155,0.00045914670514565564,0.11339259147644043,0.005800803053051475,76,{'n_neighbors': 76},0.7645403377110694,0.7530516431924883,0.7821596244131456,0.7661971830985915,0.7661971830985915,0.7664291943027772,0.009274489126494775,8
76,0.0030517101287841795,0.0002462264179055203,0.11503481864929199,0.001312208322077064,77,{'n_neighbors': 77},0.7636022514071295,0.7530516431924883,0.7830985915492957,0.7661971830985915,0.7661971830985915,0.7664293704692192,0.00964289316178964,7
77,0.003175783157348633,0.0001589665526406197,0.1154210090637207,0.0036028800626191713,78,{'n_neighbors': 78},0.7645403377110694,0.752112676056338,0.7812206572769953,0.7624413145539906,0.7652582159624414,0.7651146403121669,0.009337579611821257,40
78,0.00304265022277832,0.0005743681891821565,0.11003122329711915,0.0028645259734306986,79,{'n_neighbors': 79},0.7636022514071295,0.7530516431924883,0.7793427230046949,0.7624413145539906,0.7671361502347418,0.765114816478609,0.008502643467017694,38
79,0.002962970733642578,0.00016868801743218355,0.11258907318115234,0.001964780465115684,80,{'n_neighbors': 80},0.7645403377110694,0.7568075117370892,0.7812206572769953,0.7643192488262911,0.7652582159624414,0.7664291943027772,0.008009431836576772,8
80,0.003131389617919922,0.00031084520239779066,0.1522911548614502,0.04386680435148974,81,{'n_neighbors': 81},0.7645403377110694,0.7511737089201878,0.7830985915492957,0.7624413145539906,0.7652582159624414,0.765302433739397,0.010247856813725016,35
81,0.0028659343719482423,0.00011065094359149264,0.11244468688964844,0.004404375544973788,82,{'n_neighbors': 82},0.7645403377110694,0.7492957746478873,0.7821596244131456,0.7615023474178404,0.7643192488262911,0.7643634666032468,0.010506738935084544,49
82,0.0027846813201904295,4.4271036835978776e-05,0.11098380088806152,0.000914816510893445,83,{'n_neighbors': 83},0.7701688555347092,0.7511737089201878,0.7821596244131456,0.7615023474178404,0.7652582159624414,0.7660525504496649,0.010189180922781864,14
83,0.0029977798461914063,0.00024267238518564037,0.11153144836425781,0.0012862761172882991,84,{'n_neighbors': 84},0.7711069418386491,0.7492957746478873,0.7821596244131456,0.7633802816901408,0.7615023474178404,0.7654889940015327,0.010881467068846089,34
84,0.0027253150939941405,3.7689264486634936e-05,0.11140923500061035,0.0013283477849696072,85,{'n_neighbors': 85},0.7711069418386491,0.7492957746478873,0.7821596244131456,0.7643192488262911,0.7633802816901408,0.7660523742832228,0.010732377126570413,15
85,0.0028087139129638673,0.0001482734018450446,0.10952205657958984,0.0021085024374705164,86,{'n_neighbors': 86},0.7692307692307693,0.7502347417840376,0.7830985915492957,0.7643192488262911,0.7615023474178404,0.7656771397616468,0.010713315817227516,25
86,0.0028627872467041015,0.00017662209258778003,0.12004480361938477,0.012164190813078426,87,{'n_neighbors': 87},0.7692307692307693,0.7502347417840376,0.784037558685446,0.7680751173708921,0.7615023474178404,0.766616106897797,0.011017910982346729,6
87,0.0028070926666259764,5.622866519269956e-05,0.13403606414794922,0.047022177404834456,88,{'n_neighbors': 88},0.7673545966228893,0.7511737089201878,0.7830985915492957,0.7661971830985915,0.7568075117370892,0.7649263183856106,0.010888456573421655,43
88,0.002731609344482422,5.2933091351879514e-05,0.10837125778198242,0.0021418967042294633,89,{'n_neighbors': 89},0.7701688555347092,0.752112676056338,0.7849765258215963,0.7633802816901408,0.7586854460093897,0.7658647570224348,0.011230492650216672,19
89,0.0028136730194091796,8.742580106533169e-05,0.11042919158935546,0.004034384958112245,90,{'n_neighbors': 90},0.7682926829268293,0.7492957746478873,0.7812206572769953,0.7633802816901408,0.7577464788732394,0.7639871750830184,0.01068346537263704,60
90,0.002745819091796875,5.78249158346132e-05,0.10943436622619629,0.0007965836253443777,91,{'n_neighbors': 91},0.7673545966228893,0.7492957746478873,0.784037558685446,0.7661971830985915,0.7624413145539906,0.7658652855217609,0.011125034681119774,18
91,0.0028333663940429688,0.00014051631360704065,0.1092404842376709,0.0013274312883819674,92,{'n_neighbors': 92},0.7673545966228893,0.7511737089201878,0.7812206572769953,0.7624413145539906,0.7596244131455399,0.7643629381039204,0.009932116982015883,53
92,0.0028014183044433594,9.82863061411973e-05,0.10974602699279785,0.0006586970477734354,93,{'n_neighbors': 93},0.7654784240150094,0.7511737089201878,0.7812206572769953,0.7624413145539906,0.7615023474178404,0.7643632904368047,0.009708330304613254,50
93,0.002769184112548828,7.021180635927075e-05,0.11176319122314453,0.0046851194341399685,94,{'n_neighbors': 94},0.7682926829268293,0.7511737089201878,0.7821596244131456,0.7624413145539906,0.7624413145539906,0.7653017290736288,0.01009058309647591,37
94,0.0027647018432617188,5.57077650244743e-05,0.11064634323120118,0.001228692691654522,95,{'n_neighbors': 95},0.7682926829268293,0.7502347417840376,0.7821596244131456,0.7633802816901408,0.7633802816901408,0.7654895225008588,0.010269918543525557,30
95,0.0027541637420654295,7.354328606214038e-05,0.11278705596923828,0.003901384328996337,96,{'n_neighbors': 96},0.7682926829268293,0.7502347417840376,0.787793427230047,0.7643192488262911,0.7605633802816901,0.766240696209779,0.012335682528281336,13
96,0.002998971939086914,0.00020717302004559645,0.11194825172424316,0.0018807335790994924,97,{'n_neighbors': 97},0.7682926829268293,0.7511737089201878,0.7821596244131456,0.7661971830985915,0.7596244131455399,0.7654895225008588,0.01025273442441296,30
97,0.0027996063232421874,4.802405966988128e-05,0.11302170753479004,0.002650673336756496,98,{'n_neighbors': 98},0.7692307692307693,0.7502347417840376,0.7859154929577464,0.7633802816901408,0.7586854460093897,0.7654893463344167,0.011955499859580944,32
98,0.0028707504272460936,0.00010684444992865948,0.11360254287719726,0.002040234125687838,99,{'n_neighbors': 99},0.7692307692307693,0.7492957746478873,0.7821596244131456,0.7624413145539906,0.7615023474178404,0.7649259660527266,0.010749212546643105,44
